DATETIME,ADDRESS,BALANCE,DECIMALS,NAME
2021-12-03 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3097602.10281905,18,Staked Aave
2021-12-02 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3028865.57253108,18,Staked Aave
2021-12-01 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3023698.57790866,18,Staked Aave
2021-11-30 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3091248.07168316,18,Staked Aave
2021-11-29 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3143230.82607747,18,Staked Aave
2021-11-28 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3182907.61239588,18,Staked Aave
2021-11-27 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3181620.17622383,18,Staked Aave
2021-11-26 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3168862.25519784,18,Staked Aave
2021-11-25 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3169246.50860248,18,Staked Aave
2021-11-24 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3171366.25042116,18,Staked Aave
2021-11-23 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3216243.91400294,18,Staked Aave
2021-11-22 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3226338.31197886,18,Staked Aave
2021-11-21 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3222190.59359908,18,Staked Aave
2021-11-20 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3121679.15338004,18,Staked Aave
2021-11-19 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3070703.33499403,18,Staked Aave
2021-11-18 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3065335.72799316,18,Staked Aave
2021-11-17 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3063364.10163534,18,Staked Aave
2021-11-16 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3062594.23322028,18,Staked Aave
2021-11-15 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3064716.81390472,18,Staked Aave
2021-11-14 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3066780.9562688,18,Staked Aave
2021-11-13 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3066967.93980157,18,Staked Aave
2021-11-12 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3066424.06258014,18,Staked Aave
2021-11-11 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3069563.74379502,18,Staked Aave
2021-11-10 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3076699.8209644,18,Staked Aave
2021-11-09 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3098037.25109001,18,Staked Aave
2021-11-08 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3098060.35321806,18,Staked Aave
2021-11-07 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3100121.80477418,18,Staked Aave
2021-11-06 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3097374.06111879,18,Staked Aave
2021-11-05 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3113592.84684046,18,Staked Aave
2021-11-04 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3129233.28512459,18,Staked Aave
2021-11-03 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3128302.88263481,18,Staked Aave
2021-11-02 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3116486.4644524,18,Staked Aave
2021-11-01 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3094623.81859809,18,Staked Aave
2021-10-31 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3101916.30386407,18,Staked Aave
2021-10-30 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3109458.40170617,18,Staked Aave
2021-10-29 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3128371.59747634,18,Staked Aave
2021-10-28 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3176340.64207199,18,Staked Aave
2021-10-27 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3167640.8623151,18,Staked Aave
2021-10-26 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3168452.8820488,18,Staked Aave
2021-10-25 00:00:00.000,0x4da27a545c0c5b758a6ba100e3a049001de870f5,3167898.43727351,18,Staked Aave
